id,name,type,lat,lon,region,catalog_status,evaluation_mode,event_time,magnitude,magnitude_label
T1097b,T1097b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-28 03:18:34.758 UTC,,Magnitude not reported
T1097a,T1097a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-28 03:13:45.658 UTC,,Magnitude not reported
S1097c ,S1097c ,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-28 02:30:32.254434 UTC,,Magnitude not reported
S1097b,S1097b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-27 10:50:00.045207 UTC,,Magnitude not reported
S1097a,S1097a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-27 10:34:01.542553 UTC,,Magnitude not reported
S1096c,S1096c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-27 05:30:15.841146 UTC,,Magnitude not reported
S1096b,S1096b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-27 04:50:34.603614 UTC,1.9,MW 1.9
T1096c,T1096c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-27 04:48:58.008 UTC,,Magnitude not reported
T1096b,T1096b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-27 03:26:33.708 UTC,,Magnitude not reported
T1096a,T1096a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-26 22:30:03.808 UTC,,Magnitude not reported
S1096a,S1096a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-26 09:25:03.297007 UTC,,Magnitude not reported
S1095c,S1095c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-26 04:26:36.156103 UTC,1.6,MW 1.6
S1095b,S1095b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-26 03:45:02.332472 UTC,,Magnitude not reported
T1095a,T1095a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-26 02:44:44.058 UTC,,Magnitude not reported
S1095a,S1095a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-26 02:05:35.672756 UTC,1.8,MW 1.8
S1094d,S1094d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-25 03:31:41.685086 UTC,2.1,MW 2.1
S1094c,S1094c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-25 02:31:14.492888 UTC,2.0,MW 2.0
T1094a,T1094a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-24 08:47:55.636 UTC,,Magnitude not reported
S1094a,S1094a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-24 08:44:54.540045 UTC,1.8,MW 1.8
S1093d,S1093d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-24 06:05:25.224805 UTC,,Magnitude not reported
S1093c,S1093c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-24 05:55:30.755493 UTC,2.0,MW 2.0
T1093c,T1093c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-24 02:09:01.036 UTC,,Magnitude not reported
T1093b,T1093b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-24 01:40:59.036 UTC,,Magnitude not reported
T1093a,T1093a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-24 01:29:14.536 UTC,,Magnitude not reported
S1093b,S1093b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-24 00:50:28.01542 UTC,1.9,MW 1.9
S1093a,S1093a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-24 00:31:59.78906 UTC,1.6,MW 1.6
T1092c,T1092c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-23 02:11:36.086 UTC,,Magnitude not reported
T1092b,T1092b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-23 01:10:38.436 UTC,,Magnitude not reported
S1092a,S1092a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-23 00:56:53.756756 UTC,,Magnitude not reported
T1092a,T1092a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-23 00:52:05.836 UTC,,Magnitude not reported
S1091c,S1091c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-22 05:17:47.415918 UTC,,Magnitude not reported
S1091b,S1091b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-22 04:30:28.74405 UTC,1.7,MW 1.7
T1091e,T1091e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-22 01:49:10.936 UTC,,Magnitude not reported
T1091d,T1091d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-22 01:34:28.686 UTC,,Magnitude not reported
T1091c,T1091c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-22 00:28:05.386 UTC,,Magnitude not reported
S1091a,S1091a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-21 23:57:27.099737 UTC,1.8,MW 1.8
T1091b,T1091b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-21 23:51:08.736 UTC,,Magnitude not reported
T1091a,T1091a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-21 22:34:04.636 UTC,,Magnitude not reported
S1090g ,S1090g ,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-21 03:49:57.278964 UTC,,Magnitude not reported
S1090f,S1090f,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-21 02:58:59.560608 UTC,,Magnitude not reported
S1090e,S1090e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-21 02:27:12.182262 UTC,,Magnitude not reported
T1090d,T1090d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-21 01:23:32.536 UTC,,Magnitude not reported
S1090d,S1090d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-21 01:06:56.576671 UTC,,Magnitude not reported
S1090c,S1090c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-20 23:53:17.241321 UTC,,Magnitude not reported
T1090c,T1090c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-20 23:41:09.186 UTC,,Magnitude not reported
T1090b,T1090b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-20 23:36:03.936 UTC,,Magnitude not reported
T1090a,T1090a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-20 23:28:54.836 UTC,,Magnitude not reported
S1090b,S1090b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-20 22:17:13.77851 UTC,1.8,MW 1.8
S1090a,S1090a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-20 21:56:03.300855 UTC,1.7,MW 1.7
T1089f,T1089f,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-20 01:15:10.231 UTC,,Magnitude not reported
T1089e,T1089e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-20 00:12:32.181 UTC,,Magnitude not reported
T1089d,T1089d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-19 23:48:27.231 UTC,,Magnitude not reported
T1089c,T1089c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-19 23:00:11.481 UTC,,Magnitude not reported
T1089b,T1089b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-19 22:55:46.231 UTC,,Magnitude not reported
S1089a,S1089a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-19 22:36:20.566219 UTC,,Magnitude not reported
T1089a,T1089a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-19 22:12:23.081 UTC,,Magnitude not reported
S1088d,S1088d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-19 00:37:23.51423 UTC,,Magnitude not reported
S1088c,S1088c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-19 00:20:35.719541 UTC,1.7,MW 1.7
S1088b,S1088b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-18 22:45:21.489395 UTC,,Magnitude not reported
T1088b,T1088b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-18 22:33:51.681 UTC,,Magnitude not reported
T1088a,T1088a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-18 21:59:08.131 UTC,,Magnitude not reported
S1088a,S1088a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-18 05:15:46.820954 UTC,,Magnitude not reported
S1087e,S1087e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-18 01:18:51.129456 UTC,,Magnitude not reported
S1087d,S1087d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-18 00:42:23.809954 UTC,2.3,MW 2.3
T1087b,T1087b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-17 22:43:56.931 UTC,,Magnitude not reported
T1087a,T1087a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-17 21:59:23.931 UTC,,Magnitude not reported
S1087c,S1087c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-17 21:13:50.945652 UTC,,Magnitude not reported
S1087b,S1087b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-17 20:43:16.923938 UTC,,Magnitude not reported
S1087a,S1087a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-17 19:40:38.062186 UTC,,Magnitude not reported
S1086e,S1086e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-17 02:11:37.337667 UTC,,Magnitude not reported
S1086d,S1086d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-16 23:02:32.671075 UTC,2.0,MW 2.0
T1086e,T1086e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-16 22:52:56.681 UTC,,Magnitude not reported
S1086c,S1086c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-16 21:51:21.614788 UTC,1.7,MW 1.7
T1086d,T1086d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-16 21:36:00.431 UTC,,Magnitude not reported
T1086c,T1086c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-16 21:13:05.031 UTC,,Magnitude not reported
T1086b,T1086b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-16 20:43:22.581 UTC,,Magnitude not reported
T1086a,T1086a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-16 20:38:43.181 UTC,,Magnitude not reported
S1086b,S1086b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-16 03:10:35.321828 UTC,2.3,MW 2.3
S1086a,S1086a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-16 01:54:00.084066 UTC,,Magnitude not reported
S1085b,S1085b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-15 21:50:18.970642 UTC,,Magnitude not reported
T1085d,T1085d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-15 20:41:44.131 UTC,,Magnitude not reported
T1085c,T1085c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-15 20:27:52.081 UTC,,Magnitude not reported
T1085b,T1085b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-15 19:48:43.681 UTC,,Magnitude not reported
T1085a,T1085a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-15 19:13:54.231 UTC,,Magnitude not reported
S1085a,S1085a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-15 17:57:39.258937 UTC,,Magnitude not reported
S1084c,S1084c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-14 21:18:26.433097 UTC,,Magnitude not reported
S1084b,S1084b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-14 20:30:02.283577 UTC,,Magnitude not reported
T1084e,T1084e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-14 20:13:53.018 UTC,,Magnitude not reported
T1084d,T1084d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-14 19:45:51.818 UTC,,Magnitude not reported
T1084c,T1084c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-14 19:25:04.068 UTC,,Magnitude not reported
T1084b,T1084b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-14 19:16:10.268 UTC,,Magnitude not reported
S1084a,S1084a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-14 18:53:58.702519 UTC,,Magnitude not reported
T1084a,T1084a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-14 17:50:22.818 UTC,,Magnitude not reported
T1083f,T1083f,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-13 20:00:12.768 UTC,,Magnitude not reported
T1083e,T1083e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-13 19:32:45.518 UTC,,Magnitude not reported
T1083d,T1083d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-13 19:09:42.418 UTC,,Magnitude not reported
T1083c,T1083c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-13 18:39:26.968 UTC,,Magnitude not reported
T1083b,T1083b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-13 18:32:01.668 UTC,,Magnitude not reported
T1083a,T1083a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-13 03:03:50.668 UTC,,Magnitude not reported
S1082c,S1082c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-12 20:20:50.278146 UTC,2.3,MW 2.3
S1082b,S1082b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-12 19:26:40.018259 UTC,1.7,MW 1.7
T1082c,T1082c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-12 18:58:25.768 UTC,,Magnitude not reported
T1082b,T1082b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-12 18:33:53.718 UTC,,Magnitude not reported
T1082a,T1082a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-12 01:25:28.368 UTC,,Magnitude not reported
S1082a,S1082a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-12 00:06:26.240526 UTC,,Magnitude not reported
S1081c,S1081c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-11 22:30:41.149462 UTC,2.0,MW 2.0
S1081b,S1081b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-11 18:32:15.106053 UTC,,Magnitude not reported
T1081e,T1081e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-11 17:59:13.668 UTC,,Magnitude not reported
T1081d,T1081d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-11 17:57:51.818 UTC,,Magnitude not reported
T1081c,T1081c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-11 17:19:26.468 UTC,,Magnitude not reported
T1081b,T1081b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-11 17:12:52.118 UTC,,Magnitude not reported
T1081a,T1081a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-11 01:50:50.768 UTC,,Magnitude not reported
S1081a,S1081a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-10 22:53:15.661441 UTC,,Magnitude not reported
S1080e,S1080e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-10 21:41:49.768192 UTC,,Magnitude not reported
S1080d,S1080d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-10 18:54:28.393422 UTC,1.6,MW 1.6
T1080g,T1080g,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-10 18:42:25.418 UTC,,Magnitude not reported
S1080c,S1080c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-10 18:25:44.798815 UTC,1.6,MW 1.6
T1080f,T1080f,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-10 17:50:21.118 UTC,,Magnitude not reported
T1080e,T1080e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-10 17:16:20.918 UTC,,Magnitude not reported
T1080d,T1080d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-10 16:50:05.868 UTC,,Magnitude not reported
S1080b,S1080b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-10 16:28:59.796045 UTC,,Magnitude not reported
T1080c,T1080c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-10 16:09:34.918 UTC,,Magnitude not reported
S1080a,S1080a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-10 15:37:04.539125 UTC,,Magnitude not reported
T1080b,T1080b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-10 01:19:45.118 UTC,,Magnitude not reported
T1080a,T1080a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-10 00:51:14.218 UTC,,Magnitude not reported
S1079b,S1079b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-09 21:26:47.050356 UTC,2.4,MW 2.4
T1079f,T1079f,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-09 17:19:59.814 UTC,,Magnitude not reported
S1079a,S1079a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-09 17:14:22.94734 UTC,,Magnitude not reported
T1079e,T1079e,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-09 16:56:47.064 UTC,,Magnitude not reported
T1079d,T1079d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-09 16:41:10.064 UTC,,Magnitude not reported
T1079c,T1079c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-09 16:04:10.264 UTC,,Magnitude not reported
T1079b,T1079b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-09 15:59:18.664 UTC,,Magnitude not reported
T1079a,T1079a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-09 00:02:14.764 UTC,,Magnitude not reported
S1078c,S1078c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-08 18:30:46.55158 UTC,1.9,MW 1.9
S1078b,S1078b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-08 15:52:21.182559 UTC,1.9,MW 1.9
