Time	# Active Stations	ECNE (red > 0.6)	ECPN (red > 0.6)	EMFO (red > 0.6)	EPDN (red > 0.6)	EPLC (red > 0.6)	ESLN (red > 0.6)	ESPC (red > 0.6)	ESVO (red > 0.6)	
20210102_17:00	8	0	0	0	0	0	0	0	0	
20210102_17:05	8	0	0	0	0	0	0	0	0	
20210102_17:10	8	0	0	0	0	0	0	0	0	
20210102_17:15	8	0	0	0	0	0	0	0	0	
20210102_17:20	8	0	0	0	0	0	0	0	0	
20210102_17:25	8	0	0	0	0	0	0	0	0	
20210102_17:30	8	0	0	0	0	0	0	0	0	
20210102_17:35	8	0	0	0	0	0	0	0	0	
20210102_17:40	8	0	0	0	0	0	0	0	0	
20210102_17:45	8	0	0	0	0	0	0	0	0	
20210102_17:50	8	0	0	0	0	0	0	0	0	
20210102_17:55	8	0	0	0	0	0	0	0	0	
20210102_18:00	8	0	0	0	0	0	0	0	0	
20210102_18:05	8	0	0	0	0	0	0	0	0	
20210102_18:10	8	0	0	0	0	0	0	0	0	
20210102_18:15	8	0	0	0	0	0	0	0	0	
20210102_18:20	8	0	0	0	0	0	0	0	0	
20210102_18:25	8	0	0	0	0	0	0	0	0	
20210102_18:30	8	0	0	0	0	0	0	0	0	
20210102_18:35	8	0	0	0	0	0	0	0	0	
20210102_18:40	8	0	0	0	0	0	0	0	0	
20210102_18:45	8	0	0	0	0	0	0	0	0	
20210102_18:50	8	0	0	0	0	0	0	0	0	
20210102_18:55	8	0	0	0	0	0	0	0	0	
20210102_19:00	8	0	0	0	0	0	0	0	0	
20210102_19:05	8	0	0	0	0	0	0	0	0	
20210102_19:10	8	0	0	0	0	0	0	0	0	
20210102_19:15	8	0	0	0	0	0	0	0	0	
20210102_19:20	8	0	0	0	0	0	0	0	0	
20210102_19:25	8	0	0	0	0	0	0	0	0	
20210102_19:30	8	0	0	0	0	0	0	0	0	
20210102_19:35	8	0	0	0	0	0	0	0	0	
20210102_19:40	8	0	0	0	0	0	0	0	0	
20210102_19:45	8	0	0	0	0	0	0	0	0	
20210102_19:50	8	0	0	0	0	0	0	0	0	
20210102_19:55	8	0	0	0	0	0	0	0	0	
20210102_20:00	8	0	0	0	0	0	0	0	0	
20210102_20:05	8	0	0	0	0	0	0	0	0	
20210102_20:10	8	0	0	0	0	0	0	0	0	
20210102_20:15	8	0	0	0	0	0	0	0	0	
20210102_20:20	8	0	0	0	0	0	0	0	0	
20210102_20:25	8	0	0	0	0	0	0	0	0	
20210102_20:30	8	0	0	0	0	0	0	0	0	
20210102_20:35	8	0	0	0	0	0	0	0	0	
20210102_20:40	8	0	0	0	0	0	0	0	0	
20210102_20:45	8	0	0	0	0	0	0	0	0	
20210102_20:50	8	0	0	0	0	0	0	0	0	
20210102_20:55	8	0	0	0	0	0	0	0	0	
20210102_21:00	8	0	0	0	0	0	0	0	0	
20210102_21:05	8	0	0	0	0	0	0	0	0	
20210102_21:10	8	0	0	0	0	0	0	0	0	
20210102_21:15	8	0	0	0	0	0	0	0	0	
20210102_21:20	8	0	0	0	0	0	0	0	0	
20210102_21:25	8	0	0	0	0	0	0	0	0	
20210102_21:30	8	0	0	0	0	0	0	0	0	
20210102_21:35	8	0	0	0	0	0	0	0	0	
20210102_21:40	8	0	0	0	0	0	0	0	0	
20210102_21:45	8	0	0	0	0	0	0	0	0	
20210102_21:50	8	0	0	0	0	0	0	0	0	
20210102_21:55	8	0	0	0	0	0	0	0	0	
20210102_22:00	8	0	0	0	0	0	0	0	0	
20210102_22:05	8	0	0	0	0	0	0	0	0	
20210102_22:10	8	0	0	0	0	0	0	0	0	
20210102_22:15	8	0	0	0	0	0	0	0	0	
20210102_22:20	8	0	0	0	0	0	0	0	0	
20210102_22:25	8	0	0	0	0	0	0	0	0	
20210102_22:30	8	0	0	0	0	0	0	0	0	
20210102_22:35	8	0	0	0	0	0	0	0	0	
20210102_22:40	8	0	0	0	0	0	0	0	0	
20210102_22:45	8	0	0	0	0	0	0	0	0	
20210102_22:50	8	0	0	0	0	0	0	0	0	
20210102_22:55	8	0	0	0	0	0	0	0	0	
20210102_23:00	8	0	0	0	0	0	0	0	0	
20210102_23:05	8	0	0	0	0	0	0	0	0	
20210102_23:10	8	0	0	0	0	0	0	0	0	
20210102_23:15	8	0	0	0	0	0	0	0	0	
20210102_23:20	8	0	0	0	0	0	0	0	0	
20210102_23:25	8	0	0	0	0	0	0	0	0	
20210102_23:30	8	0	0	0	0	0	0	0	0	
20210102_23:35	8	0	0	0	0	0	0	0	0	
20210102_23:40	8	0	0	0	0	0	0	0	0	
20210102_23:45	8	0	0	0	0	0	0	0	0	
20210102_23:50	8	0	0	0	0	0	0	0	0	
20210102_23:55	8	0	0	0	0	0	0	0	0	
20210103_00:00	8	0	0	0	0	0	0	0	0	
20210103_00:05	8	0	0	0	0	0	0	0	0	
20210103_00:10	8	0	0	0	0	0	0	0	0	
20210103_00:15	8	0	0	0	0	0	0	0	0	
20210103_00:20	8	0	0	0	0	0	0	0	0	
20210103_00:25	8	0	0	0	0	0	0	0	0	
20210103_00:30	8	0	0	0	0	0	0	0	0	
20210103_00:35	8	0	0	0	0	0	0	0	0	
20210103_00:40	8	0	0	0	0	0	0	0	0	
20210103_00:45	8	0	0	0	0	0	0	0	0	
20210103_00:50	8	0	0	0	0	0	0	0	0	
20210103_00:55	8	0	0	0	0	0	0	0	0	
20210103_01:00	8	0	0	0	0	0	0	0	0	
20210103_01:05	8	0	0	0	0	0	0	0	0	
20210103_01:10	8	0	0	0	0	0	0	0	0	
20210103_01:15	8	0	0	0	0	0	0	0	0	
20210103_01:20	8	0	0	0	0	0	0	0	0	
20210103_01:25	8	0	0	0	0	0	0	0	0	
20210103_01:30	8	0	0	0	0	0	0	0	0	
20210103_01:35	8	0	0	0	0	0	0	0	0	
20210103_01:40	8	0	0	0	0	0	0	0	0	
20210103_01:45	8	0	0	0	0	0	0	0	0	
20210103_01:50	8	0	0	0	0	0	0	0	0	
20210103_01:55	8	0	0	0	0	0	0	0	0	
20210103_02:00	8	0	0	0	0	0	0	0	0	
20210103_02:05	8	0	0	0	0	0	0	0	0	
20210103_02:10	8	0	0	0	0	0	0	0	0	
20210103_02:15	8	0	0	0	0	0	0	0	0	
20210103_02:20	8	0	0	0	0	0	0	0	0	
20210103_02:25	8	0	0	0	0	0	0	0	0	
20210103_02:30	8	0	0	0	0	0	0	0	0	
20210103_02:35	8	0	0	0	0	0	0	0	0	
20210103_02:40	8	0	0	0	0	0	0	0	0	
20210103_02:45	8	0	0	0	0	0	0	0	0	
20210103_02:50	8	0	0	0	0	0	0	0	0	
20210103_02:55	8	0	0	0	0	0	0	0	0	
20210103_03:00	8	0	0	0	0	0	0	0	0	
20210103_03:05	8	0	0	0	0	0	0	0	0	
20210103_03:10	8	0	0	0	0	0	0	0	0	
20210103_03:15	8	0	0	0	0	0	0	0	0	
20210103_03:20	8	0	0	0	0	0	0	0	0	
20210103_03:25	8	0	0	0	0	0	0	0	0	
20210103_03:30	8	0	0	0	0	0	0	0	0	
20210103_03:35	8	0	0	0	0	0	0	0	0	
20210103_03:40	8	0	0	0	0	0	0	0	0	
20210103_03:45	8	0	0	0	0	0	0	0	0	
20210103_03:50	8	0	0	0	0	0	0	0	0	
20210103_03:55	8	0	0	0	0	0	0	0	0	
20210103_04:00	8	0	0	0	0	0	0	0	0	
20210103_04:05	8	0	0	0	0	0	0	0	0	
20210103_04:10	8	0	0	0	0	0	0	0	0	
20210103_04:15	8	0	0	0	0	0	0	0	0	
20210103_04:20	8	0	0	0	0	0	0	0	0	
20210103_04:25	8	0	0	0	0	0	0	0	0	
20210103_04:30	8	0	0	0	0	0	0	0	0	
20210103_04:35	8	0	0	0	0	0	0	0	0	
20210103_04:40	8	0	0	0	0	0	0	0	0	
20210103_04:45	8	0	0	0	0	0	0	0	0	
20210103_04:50	8	0	0	0	0	0	0	0	0	
20210103_04:55	8	0	0	0	0	0	0	0	0	
20210103_05:00	8	0	0	0	0	0	0	0	0	
20210103_05:05	8	0	0	0	0	0	0	0	0	
20210103_05:10	8	0	0	0	0	0	0	0	0	
20210103_05:15	8	0	0	0	0	0	0	0	0	
20210103_05:20	8	0	0	0	0	0	0	0	0	
20210103_05:25	8	0	0	0	0	0	0	0	0	
20210103_05:30	8	0	0	0	0	0	0	0	0	
20210103_05:35	8	0	0	0	0	0	0	0	0	
20210103_05:40	8	0	0	0	0	0	0	0	0	
20210103_05:45	8	0	0	0	0	0	0	0	0	
20210103_05:50	8	0	0	0	0	0	0	0	0	
20210103_05:55	8	0	0	0	0	0	0	0	0	
20210103_06:00	8	0	0	0	0	0	0	0	0	
20210103_06:05	8	0	0	0	0	0	0	0	0	
20210103_06:10	8	0	0	0	0	0	0	0	0	
20210103_06:15	8	0	0	0	0	0	0	0	0	
20210103_06:20	8	0	0	0	0	0	0	0	0	
20210103_06:25	8	0	0	0	0	0	0	0	0	
20210103_06:30	8	0	0	0	0	0	0	0	0	
20210103_06:35	8	0	0	0	0	0	0	0	0	
20210103_06:40	8	0	0	0	0	0	0	0	0	
20210103_06:45	8	0	0	0	0	0	0	0	0	
20210103_06:50	8	0	0	0	0	0	0	0	0	
20210103_06:55	8	0	0	0	0	0	0	0	0	
20210103_07:00	8	0	0	0	0	0	0	0	0	
20210103_07:05	8	0	0	0	0	0	0	0	0	
20210103_07:10	8	0	0	0	0	0	0	0	0	
20210103_07:15	8	0	0	0	0	0	0	0	0	
20210103_07:20	8	0	0	0	0	0	0	0	0	
20210103_07:25	8	0	0	0	0	0	0	0	0	
20210103_07:30	8	0	0	0	0	0	0	0	0	
20210103_07:35	8	0	0	0	0	0	0	0	0	
20210103_07:40	8	0	0	0	0	0	0	0	0	
20210103_07:45	8	0	0	0	0	0	0	0	0	
20210103_07:50	8	0	0	0	0	0	0	0	0	
20210103_07:55	8	0	0	0	0	0	0	0	0	
20210103_08:00	8	0	0	0	0	0	0	0	0	
20210103_08:05	8	0	0	0	0	0	0	0	0	
20210103_08:10	8	0	0	0	0	0	0	0	0	
20210103_08:15	8	0	0	0	0	0	0	0	0	
20210103_08:20	8	0	0	0	0	0	0	0	0	
20210103_08:25	8	0	0	0	0	0	0	0	0	
20210103_08:30	8	0	0	0	0	0	0	0	0	
20210103_08:35	8	0	0	0	0	0	0	0	0	
20210103_08:40	8	0	0	0	0	0	0	0	0	
20210103_08:45	8	0	0	0	0	0	0	0	0	
20210103_08:50	8	0	0	0	0	0	0	0	0	
20210103_08:55	8	0	0	0	0	0	0	0	0	
20210103_09:00	8	0	0	0	0	0	0	0	0	
20210103_09:05	8	0	0	0	0	0	0	0	0	
20210103_09:10	8	0	0	0	0	0	0	0	0	
20210103_09:15	8	0	0	0	0	0	0	0	0	
20210103_09:20	8	0	0	0	0	0	0	0	0	
20210103_09:25	8	0	0	0	0	0	0	0	0	
20210103_09:30	8	0	0	0	0	0	0	0	0	
20210103_09:35	8	0	0	0	0	0	0	0	0	
20210103_09:40	8	0	0	0	0	0	0	0	0	
20210103_09:45	8	0	0	0	0	0	0	0	0	
20210103_09:50	8	0	0	0	0	0	0	0	0	
20210103_09:55	8	0	0	0	0	0	0	0	0	
20210103_10:00	8	0	0	0	0	0	0	0	0	
20210103_10:05	8	0	0	0	0	0	0	0	0	
20210103_10:10	8	0	0	0	0	0	0	0	0	
20210103_10:15	8	0	0	0	0	0	0	0	0	
20210103_10:20	8	0	0	0	0	0	0	0	0	
20210103_10:25	8	0	0	0	0	0	0	0	0	
20210103_10:30	8	0	0	0	0	0	0	0	0	
20210103_10:35	8	0	0	0	0	0	0	0	0	
20210103_10:40	8	0	0	0	0	0	0	0	0	
20210103_10:45	8	0	0	0	0	0	0	0	0	
20210103_10:50	8	0	0	0	0	0	0	0	0	
20210103_10:55	8	0	0	0	0	0	0	0	0	
20210103_11:00	8	0	0	0	0	0	0	0	0	
20210103_11:05	8	0	0	0	0	0	0	0	0	
20210103_11:10	8	0	0	0	0	0	0	0	0	
20210103_11:15	8	0	0	0	0	0	0	0	0	
20210103_11:20	8	0	0	0	0	0	0	0	0	
20210103_11:25	8	0	0	0	0	0	0	0	0	
20210103_11:30	8	0	0	0	0	0	0	0	0	
20210103_11:35	8	0	0	0	0	0	0	0	0	
20210103_11:40	8	0	0	0	0	0	0	0	0	
20210103_11:45	8	0	0	0	0	0	0	0	0	
20210103_11:50	8	0	0	0	0	0	0	0	0	
20210103_11:55	8	0	0	0	0	0	0	0	0	
20210103_12:00	8	0	0	0	0	0	0	0	0	
20210103_12:05	8	0	0	0	0	0	0	0	0	
20210103_12:10	8	0	0	0	0	0	0	0	0	
20210103_12:15	8	0	0	0	0	0	0	0	0	
20210103_12:20	8	0	0	0	0	0	0	0	0	
20210103_12:25	8	0	0	0	0	0	0	0	0	
20210103_12:30	8	0	0	0	0	0	0	0	0	
20210103_12:35	8	0	0	0	0	0	0	0	0	
20210103_12:40	8	0	0	0	0	0	0	0	0	
20210103_12:45	8	0	0	0	0	0	0	0	0	
20210103_12:50	8	0	0	0	0	0	0	0	0	
20210103_12:55	8	0	0	0	0	0	0	0	0	
20210103_13:00	8	0	0	0	0	0	0	0	0	
20210103_13:05	8	0	0	0	0	0	0	0	0	
20210103_13:10	8	0	0	0	0	0	0	0	0	
20210103_13:15	8	0	0	0	0	0	0	0	0	
20210103_13:20	8	0	0	0	0	0	0	0	0	
20210103_13:25	8	0	0	0	0	0	0	0	0	
20210103_13:30	8	0	0	0	0	0	0	0	0	
20210103_13:35	8	0	0	0	0	0	0	0	0	
20210103_13:40	8	0	0	0	0	0	0	0	0	
20210103_13:45	8	0	0	0	0	0	0	0	0	
20210103_13:50	8	0	0	0	0	0	0	0	0	
20210103_13:55	8	0	0	0	0	0	0	0	0	
20210103_14:00	8	0	0	0	0	0	0	0	0	
20210103_14:05	8	0	0	0	0	0	0	0	0	
20210103_14:10	8	0	0	0	0	0	0	0	0	
20210103_14:15	8	0	0	0	0	0	0	0	0	
20210103_14:20	8	0	0	0	0	0	0	0	0	
20210103_14:25	8	0	0	0	0	0	0	0	0	
20210103_14:30	8	0	0	0	0	0	0	0	0	
20210103_14:35	8	0	0	0	0	0	0	0	0	
20210103_14:40	8	0	0	0	0	0	0	0	0	
20210103_14:45	8	0	0	0	0	0	0	0	0	
20210103_14:50	8	0	0	0	0	0	0	0	0	
20210103_14:55	8	0	0	0	0	0	0	0	0	
20210103_15:00	8	0	0	0	0	0	0	0	0	
20210103_15:05	8	0	0	0	0	0	0	0	0	
20210103_15:10	8	0	0	0	0	0	0	0	0	
20210103_15:15	8	0	0	0	0	0	0	0	0	
20210103_15:20	8	0	0	0	0	0	0	0	0	
20210103_15:25	8	0	0	0	0	0	0	0	0	
20210103_15:30	8	0	0	0	0	0	0	0	0	
20210103_15:35	8	0	0	0	0	0	0	0	0	
20210103_15:40	8	0	0	0	0	0	0	0	0	
20210103_15:45	8	0	0	0	0	0	0	0	0	
20210103_15:50	8	0	0	0	0	0	0	0	0	
20210103_15:55	8	0	0	0	0	0	0	0	0	
20210103_16:00	8	0	0	0	0	0	0	0	0	
20210103_16:05	8	0	0	0	0	0	0	0	0	
20210103_16:10	8	0	0	0	0	0	0	0	0	
20210103_16:15	8	0	0	0	0	0	0	0	0	
20210103_16:20	8	0	0	0	0	0	0	0	0	
20210103_16:25	8	0	0	0	0	0	0	0	0	
20210103_16:30	8	0	0	0	0	0	0	0	0	
20210103_16:35	8	0	0	0	0	0	0	0	0	
20210103_16:40	8	0	0	0	0	0	0	0	0	
20210103_16:45	8	0	0	0	0	0	0	0	0	
20210103_16:50	8	0	0	0	0	0	0	0	0	
20210103_16:55	8	0	0	0	0	0	0	0	0	
20210103_17:00	8	0	0	0	0	0	0	0	0	
20210103_17:05	8	0	0	0	0	0	0	0	0	
20210103_17:10	8	0	0	0	0	0	0	0	0	
20210103_17:15	8	0	0	0	0	0	0	0	0	
20210103_17:20	8	0	0	0	0	0	0	0	0	
20210103_17:25	8	0	0	0	0	0	0	0	0	
20210103_17:30	8	0	0	0	0	0	0	0	0	
20210103_17:35	8	0	0	0	0	0	0	0	0	
20210103_17:40	8	0	0	0	0	0	0	0	0	
20210103_17:45	8	0	0	0	0	0	0	0	0	
20210103_17:50	8	0	0	0	0	0	0	0	0	
20210103_17:55	8	0	0	0	0	0	0	0	0	
20210103_18:00	8	0	0	0	0	0	0	0	0	
20210103_18:05	8	0	0	0	0	0	0	0	0	
20210103_18:10	8	0	0	0	0	0	0	0	0	
20210103_18:15	8	0	0	0	0	0	0	0	0	
20210103_18:20	8	0	0	0	0	0	0	0	0	
20210103_18:25	8	0	0	0	0	0	0	0	0	
20210103_18:30	8	0	0	0	0	0	0	0	0	
20210103_18:35	8	0	0	0	0	0	0	0	0	
20210103_18:40	8	0	0	0	0	0	0	0	0	
20210103_18:45	8	0	0	0	0	0	0	0	0	
20210103_18:50	8	0	0	0	0	0	0	0	0	
20210103_18:55	8	0	0	0	0	0	0	0	0	
20210103_19:00	8	0	0	0	0	0	0	0	0	
20210103_19:05	8	0	0	0	0	0	0	0	0	
20210103_19:10	8	0	0	0	0	0	0	0	0	
20210103_19:15	8	0	0	0	0	0	0	0	0	
20210103_19:20	8	0	0	0	0	0	0	0	0	
20210103_19:25	8	0	0	0	0	0	0	0	0	
20210103_19:30	8	0	0	0	0	0	0	0	0	
20210103_19:35	8	0	0	0	0	0	0	0	0	
20210103_19:40	8	0	0	0	0	0	0	0	0	
20210103_19:45	8	0	0	0	0	0	0	0	0	
20210103_19:50	8	0	0	0	0	0	0	0	0	
20210103_19:55	8	0	0	0	0	0	0	0	0	
20210103_20:00	8	0	0	0	0	0	0	0	0	
20210103_20:05	8	0	0	0	0	0	0	0	0	
20210103_20:10	8	0	0	0	0	0	0	0	0	
20210103_20:15	8	0	0	0	0	0	0	0	0	
20210103_20:20	8	0	0	0	0	0	0	0	0	
20210103_20:25	8	0	0	0	0	0	0	0	0	
20210103_20:30	8	0	0	0	0	0	0	0	0	
20210103_20:35	8	0	0	0	0	0	0	0	0	
20210103_20:40	8	0	0	0	0	0	0	0	0	
20210103_20:45	8	0	0	0	0	0	0	0	0	
20210103_20:50	8	0	0	0	0	0	0	0	0	
20210103_20:55	8	0	0	0	0	0	0	0	0	
20210103_21:00	8	0	0	0	0	0	0	0	0	
20210103_21:05	8	0	0	0	0	0	0	0	0	
20210103_21:10	8	0	0	0	0	0	0	0	0	
20210103_21:15	8	0	0	0	0	0	0	0	0	
20210103_21:20	8	0	0	0	0	0	0	0	0	
20210103_21:25	8	0	0	0	0	0	0	0	0	
20210103_21:30	8	0	0	0	0	0	0	0	0	
20210103_21:35	8	0	0	0	0	0	0	0	0	
20210103_21:40	8	0	0	0	0	0	0	0	0	
20210103_21:45	8	0	0	0	0	0	0	0	0	
20210103_21:50	8	0	0	0	0	0	0	0	0	
20210103_21:55	8	0	0	0	0	0	0	0	0	
20210103_22:00	8	0	0	0	0	0	0	0	0	
20210103_22:05	8	0	0	0	0	0	0	0	0	
20210103_22:10	8	0	0	0	0	0	0	0	0	
20210103_22:15	8	0	0	0	0	0	0	0	0	
20210103_22:20	8	0	0	0	0	0	0	0	0	
20210103_22:25	8	0	0	0	0	0	0	0	0	
20210103_22:30	8	0	0	0	0	0	0	0	0	
20210103_22:35	8	0	0	0	0	0	0	0	0	
20210103_22:40	8	0	0	0	0	0	0	0	0	
20210103_22:45	8	0	0	0	0	0	0	0	0	
20210103_22:50	8	0	0	0	0	0	0	0	0	
20210103_22:55	8	0	0	0	0	0	0	0	0	
20210103_23:00	8	0	0	0	0	0	0	0	0	
20210103_23:05	8	0	0	0	0	0	0	0	0	
20210103_23:10	8	0	0	0	0	0	0	0	0	
20210103_23:15	8	0	0	0	0	0	0	0	0	
20210103_23:20	8	0	0	0	0	0	0	0	0	
20210103_23:25	8	0	0	0	0	0	0	0	0	
20210103_23:30	8	0	0	0	0	0	0	0	0	
20210103_23:35	8	0	0	0	0	0	0	0	0	
20210103_23:40	8	0	0	0	0	0	0	0	0	
20210103_23:45	8	0	0	0	0	0	0	0	0	
20210103_23:50	8	0	0	0	0	0	0	0	0	
20210103_23:55	8	0	0	0	0	0	0	0	0	
20210104_00:00	8	0	0	0	0	0	0	0	0	
20210104_00:05	8	0	0	0	0	0	0	0	0	
20210104_00:10	8	0	0	0	0	0	0	0	0	
20210104_00:15	8	0	0	0	0	0	0	0	0	
20210104_00:20	8	0	0	0	0	0	0	0	0	
20210104_00:25	8	0	0	0	0	0	0	0	0	
20210104_00:30	8	0	0	0	0	0	0	0	0	
20210104_00:35	8	0	0	0	0	0	0	0	0	
20210104_00:40	8	0	0	0	0	0	0	0	0	
20210104_00:45	8	0	0	0	0	0	0	0	0	
20210104_00:50	8	0	0	0	0	0	0	0	0	
20210104_00:55	8	0	0	0	0	0	0	0	0	
20210104_01:00	8	0	0	0	0	0	0	0	0	
20210104_01:05	8	0	0	0	0	0	0	0	0	
20210104_01:10	8	0	0	0	0	0	0	0	0	
20210104_01:15	8	0	0	0	0	0	0	0	0	
20210104_01:20	8	0	0	0	0	0	0	0	0	
20210104_01:25	8	0	0	0	0	0	0	0	0	
20210104_01:30	8	0	0	0	0	0	0	0	0	
20210104_01:35	8	0	0	0	0	0	0	0	0	
20210104_01:40	8	0	0	0	0	0	0	0	0	
20210104_01:45	8	0	0	0	0	0	0	0	0	
20210104_01:50	8	0	0	0	0	0	0	0	0	
20210104_01:55	8	0	0	0	0	0	0	0	0	
20210104_02:00	8	0	0	0	0	0	0	0	0	
20210104_02:05	8	0	0	0	0	0	0	0	0	
20210104_02:10	8	0	0	0	0	0	0	0	0	
20210104_02:15	8	0	0	0	0	0	0	0	0	
20210104_02:20	8	0	0	0	0	0	0	0	0	
20210104_02:25	8	0	0	0	0	0	0	0	0	
20210104_02:30	8	0	0	0	0	0	0	0	0	
20210104_02:35	8	0	0	0	0	0	0	0	0	
20210104_02:40	8	0	0	0	0	0	0	0	0	
20210104_02:45	8	0	0	0	0	0	0	0	0	
20210104_02:50	8	0	0	0	0	0	0	0	0	
20210104_02:55	8	0	0	0	0	0	0	0	0	
20210104_03:00	8	0	0	0	0	0	0	0	0	
20210104_03:05	8	0	0	0	0	0	0	0	0	
20210104_03:10	8	0	0	0	0	0	0	0	0	
20210104_03:15	8	0	0	0	0	0	0	0	0	
20210104_03:20	8	0	0	0	0	0	0	0	0	
20210104_03:25	8	0	0	0	0	0	0	0	0	
20210104_03:30	8	0	0	0	0	0	0	0	0	
20210104_03:35	8	0	0	0	0	0	0	0	0	
20210104_03:40	8	0	0	0	0	0	0	0	0	
20210104_03:45	8	0	0	0	0	0	0	0	0	
20210104_03:50	8	0	0	0	0	0	0	0	0	
20210104_03:55	8	0	0	0	0	0	0	0	0	
20210104_04:00	8	0	0	0	0	0	0	0	0	
20210104_04:05	8	0	0	0	0	0	0	0	0	
20210104_04:10	8	0	0	0	0	0	0	0	0	
20210104_04:15	8	0	0	0	0	0	0	0	0	
20210104_04:20	8	0	0	0	0	0	0	0	0	
20210104_04:25	8	0	0	0	0	0	0	0	0	
20210104_04:30	8	0	0	0	0	0	0	0	0	
20210104_04:35	8	0	0	0	0	0	0	0	0	
20210104_04:40	8	0	0	0	0	0	0	0	0	
20210104_04:45	8	0	0	0	0	0	0	0	0	
20210104_04:50	8	0	0	0	0	0	0	0	0	
20210104_04:55	8	0	0	0	0	0	0	0	0	
20210104_05:00	8	0	0	0	0	0	0	0	0	
20210104_05:05	8	0	0	0	0	0	0	0	0	
20210104_05:10	8	0	0	0	0	0	0	0	0	
20210104_05:15	8	0	0	0	0	0	0	0	0	
20210104_05:20	8	0	0	0	0	0	0	0	0	
20210104_05:25	8	0	0	0	0	0	0	0	0	
20210104_05:30	8	0	0	0	0	0	0	0	0	
20210104_05:35	8	0	0	0	0	0	0	0	0	
20210104_05:40	8	0	0	0	0	0	0	0	0	
20210104_05:45	8	0	0	0	0	0	0	0	0	
20210104_05:50	8	0	0	0	0	0	0	0	0	
20210104_05:55	8	0	0	0	0	0	0	0	0	
20210104_06:00	8	0	0	0	0	0	0	0	0	
20210104_06:05	8	0	0	0	0	0	0	0	0	
20210104_06:10	8	0	0	0	0	0	0	0	0	
20210104_06:15	8	0	0	0	0	0	0	0	0	
20210104_06:20	8	0	0	0	0	0	0	0	0	
20210104_06:25	8	0	0	0	0	0	0	0	0	
20210104_06:30	8	0	0	0	0	0	0	0	0	
20210104_06:35	8	0	0	0	0	0	0	0	0	
20210104_06:40	8	0	0	0	0	0	0	0	0	
20210104_06:45	8	0	0	0	0	0	0	0	0	
20210104_06:50	8	0	0	0	0	0	0	0	0	
20210104_06:55	8	0	0	0	0	0	0	0	0	
20210104_07:00	8	0	0	0	0	0	0	0	0	
20210104_07:05	8	0	0	0	0	0	0	0	0	
20210104_07:10	8	0	0	0	0	0	0	0	0	
20210104_07:15	8	0	0	0	0	0	0	0	0	
20210104_07:20	8	0	0	0	0	0	0	0	0	
20210104_07:25	8	0	0	0	0	0	0	0	0	
20210104_07:30	8	0	0	0	0	0	0	0	0	
20210104_07:35	8	0	0	0	0	0	0	0	0	
20210104_07:40	8	0	0	0	0	0	0	0	0	
20210104_07:45	8	0	0	0	0	0	0	0	0	
20210104_07:50	8	0	0	0	0	0	0	0	0	
20210104_07:55	8	0	0	0	0	0	0	0	0	
20210104_08:00	8	0	0	0	0	0	0	0	0	
20210104_08:05	8	0	0	0	0	0	0	0	0	
20210104_08:10	8	0	0	0	0	0	0	0	0	
20210104_08:15	8	0	0	0	0	0	0	0	0	
20210104_08:20	8	0	0	0	0	0	0	0	0	
20210104_08:25	8	0	0	0	0	0	0	0	0	
20210104_08:30	8	0	0	0	0	0	0	0	0	
20210104_08:35	8	0	0	0	0	0	0	0	0	
20210104_08:40	8	0	0	0	0	0	0	0	0	
20210104_08:45	8	0	0	0	0	0	0	0	0	
20210104_08:50	8	0	0	0	0	0	0	0	0	
20210104_08:55	8	0	0	0	0	0	0	0	0	
20210104_09:00	8	0	0	0	0	0	0	0	0	
20210104_09:05	8	0	0	0	0	0	0	0	0	
20210104_09:10	8	0	0	0	0	0	0	0	0	
20210104_09:15	8	0	0	0	0	0	0	0	0	
20210104_09:20	8	0	0	0	0	0	0	0	0	
20210104_09:25	8	0	0	0	0	0	0	0	0	
20210104_09:30	8	0	0	0	0	0	0	0	0	
20210104_09:35	8	0	0	0	0	0	0	0	0	
20210104_09:40	8	0	0	0	0	0	0	0	0	
20210104_09:45	8	0	0	0	0	0	0	0	0	
20210104_09:50	8	0	0	0	0	0	0	0	0	
20210104_09:55	8	0	0	0	0	0	0	0	0	
20210104_10:00	8	0	0	0	0	0	0	0	0	
20210104_10:05	8	0	0	0	0	0	0	0	0	
20210104_10:10	8	0	0	0	0	0	0	0	0	
20210104_10:15	8	0	0	0	0	0	0	0	0	
20210104_10:20	8	0	0	0	0	0	0	0	0	
20210104_10:25	8	0	0	0	0	0	0	0	0	
20210104_10:30	8	0	0	0	0	0	0	0	0	
20210104_10:35	8	0	0	0	0	0	0	0	0	
20210104_10:40	8	0	0	0	0	0	0	0	0	
20210104_10:45	8	0	0	0	0	0	0	0	0	
20210104_10:50	8	0	0	0	0	0	0	0	0	
20210104_10:55	8	0	0	0	0	0	0	0	0	
20210104_11:00	8	0	0	0	0	0	0	0	0	
20210104_11:05	8	0	0	0	0	0	0	0	0	
20210104_11:10	8	0	0	0	0	0	0	0	0	
20210104_11:15	8	0	0	0	0	0	0	0	0	
20210104_11:20	8	0	0	0	0	0	0	0	0	
20210104_11:25	8	0	0	0	0	0	0	0	0	
20210104_11:30	8	0	0	0	0	0	0	0	0	
20210104_11:35	8	0	0	0	0	0	0	0	0	
20210104_11:40	8	0	0	0	0	0	0	0	0	
20210104_11:45	8	0	0	0	0	0	0	0	0	
